bootstrap,metric,raw_dynamic_minus_static,oriented_dynamic_advantage
47,speed_profile_correlation,-0.0028417161279886693,-0.0028417161279886693
47,path_length_similarity,0.1578339216921264,0.1578339216921264
47,acceleration_direction_cosine,0.21297487321336292,0.21297487321336292
47,zero_lag_correlation,0.11598774122952937,0.11598774122952937
47,best_lag_correlation,0.1215295970235909,0.1215295970235909
48,position_correlation,0.24931030341659333,0.24931030341659333
48,position_cosine,0.393596975115884,0.393596975115884
48,normalized_position_rmse,-0.22499273058624059,0.22499273058624059
48,velocity_direction_cosine,0.1934590924787995,0.1934590924787995
48,speed_profile_correlation,0.004485035575319651,0.004485035575319651
48,path_length_similarity,0.1510410804423571,0.1510410804423571
48,acceleration_direction_cosine,0.2793174361205528,0.2793174361205528
48,zero_lag_correlation,0.2231663299840676,0.2231663299840676
48,best_lag_correlation,0.2228723470200078,0.2228723470200078
49,position_correlation,0.2013473701333252,0.2013473701333252
49,position_cosine,0.3262980313147968,0.3262980313147968
49,normalized_position_rmse,-0.15597276948068406,0.15597276948068406
49,velocity_direction_cosine,0.225161489574091,0.225161489574091
49,speed_profile_correlation,0.0017651910312573849,0.0017651910312573849
49,path_length_similarity,0.14572920232276554,0.14572920232276554
49,acceleration_direction_cosine,0.2978005229750575,0.2978005229750575
49,zero_lag_correlation,0.1839195762091389,0.1839195762091389
49,best_lag_correlation,0.18136448993680576,0.18136448993680576
50,position_correlation,0.13504780397588567,0.13504780397588567
50,position_cosine,0.2472354821133998,0.2472354821133998
50,normalized_position_rmse,-0.12534792519467142,0.12534792519467142
50,velocity_direction_cosine,0.18935332979299846,0.18935332979299846
50,speed_profile_correlation,-0.06107105008095304,-0.06107105008095304
50,path_length_similarity,0.21676363436338597,0.21676363436338597
50,acceleration_direction_cosine,0.3030186658961824,0.3030186658961824
50,zero_lag_correlation,0.12191048398162374,0.12191048398162374
50,best_lag_correlation,0.12692258495170772,0.12692258495170772
51,position_correlation,0.1920979176332112,0.1920979176332112
51,position_cosine,0.2566451307676156,0.2566451307676156
51,normalized_position_rmse,-0.12832183598674407,0.12832183598674407
51,velocity_direction_cosine,0.23445991129303967,0.23445991129303967
51,speed_profile_correlation,0.018648939603444492,0.018648939603444492
51,path_length_similarity,0.11473033098331398,0.11473033098331398
51,acceleration_direction_cosine,0.27718228195372097,0.27718228195372097
51,zero_lag_correlation,0.17631196883110334,0.17631196883110334
51,best_lag_correlation,0.1691897904128355,0.1691897904128355
52,position_correlation,0.161952352408259,0.161952352408259
52,position_cosine,0.2816208160668852,0.2816208160668852
52,normalized_position_rmse,-0.11881576095130053,0.11881576095130053
52,velocity_direction_cosine,0.21690545727360577,0.21690545727360577
