split,metric,value
40,zero_lag_correlation,0.853418364113554
40,best_lag_correlation,0.853418364113554
41,position_correlation,0.855118266999739
41,position_cosine,0.8311652412974604
41,normalized_position_rmse,0.5454091420335777
41,velocity_direction_cosine,0.6244692217783668
41,speed_profile_correlation,0.7744746130552967
41,path_length_similarity,0.9541322776572497
41,acceleration_direction_cosine,0.5332472821998393
41,zero_lag_correlation,0.8602065932069366
41,best_lag_correlation,0.8602065932069366
42,position_correlation,0.8717705000528313
42,position_cosine,0.8515201483977186
42,normalized_position_rmse,0.5250523946040109
42,velocity_direction_cosine,0.6719993960162844
42,speed_profile_correlation,0.8269683528412284
42,path_length_similarity,0.9969311028680222
42,acceleration_direction_cosine,0.5806278930777935
42,zero_lag_correlation,0.8758755994564303
42,best_lag_correlation,0.8758755994564303
43,position_correlation,0.862799817764514
43,position_cosine,0.8154658487918994
43,normalized_position_rmse,0.5232917374710265
43,velocity_direction_cosine,0.6256208464513191
43,speed_profile_correlation,0.7838565159976265
43,path_length_similarity,0.9325805821446528
43,acceleration_direction_cosine,0.5396298573960686
43,zero_lag_correlation,0.8675706885897316
43,best_lag_correlation,0.8675706885897316
44,position_correlation,0.8211142381004785
44,position_cosine,0.7760619903602528
44,normalized_position_rmse,0.7166397116061811
44,velocity_direction_cosine,0.6063958132241072
44,speed_profile_correlation,0.7162085605822504
44,path_length_similarity,0.8063304025298216
44,acceleration_direction_cosine,0.5314340871635883
44,zero_lag_correlation,0.8302000189865947
44,best_lag_correlation,0.8302000189865947
45,position_correlation,0.8502936972113748
45,position_cosine,0.8115526595229479
45,normalized_position_rmse,0.5589780794656666
45,velocity_direction_cosine,0.6543318436847898
45,speed_profile_correlation,0.7735761874474768
45,path_length_similarity,0.913460276344754
45,acceleration_direction_cosine,0.5708535390595715
45,zero_lag_correlation,0.8562464636234279
45,best_lag_correlation,0.8562464636234279
46,position_correlation,0.8305371719421939
46,position_cosine,0.7907171027775569
46,normalized_position_rmse,0.6033484257196163
46,velocity_direction_cosine,0.6440301876742243
46,speed_profile_correlation,0.7233537492307093
46,path_length_similarity,0.9510833292635329
46,acceleration_direction_cosine,0.5547155511548841
46,zero_lag_correlation,0.8357655158537666
46,best_lag_correlation,0.8358496977937219
47,position_correlation,0.8732028732274733
47,position_cosine,0.8140454307708536
47,normalized_position_rmse,0.5186808785192791
47,velocity_direction_cosine,0.6598828032816477
47,speed_profile_correlation,0.7942731605695467
47,path_length_similarity,0.9988437505580842
47,acceleration_direction_cosine,0.5658380836203348
47,zero_lag_correlation,0.877810224205753
47,best_lag_correlation,0.877810224205753
48,position_correlation,0.8606196609167017
48,position_cosine,0.8237396442090673
48,normalized_position_rmse,0.5166905432437614
48,velocity_direction_cosine,0.6540965303854379
48,speed_profile_correlation,0.7611073448225633
48,path_length_similarity,0.983386281230613
48,acceleration_direction_cosine,0.561970917242008
48,zero_lag_correlation,0.8655022759049296
48,best_lag_correlation,0.8655022759049296
49,position_correlation,0.8766634314590322
49,position_cosine,0.8327761925500904
49,normalized_position_rmse,0.5103333706140769
49,velocity_direction_cosine,0.6335296494470917
49,speed_profile_correlation,0.7765499469717535
49,path_length_similarity,0.9996546845794442
49,acceleration_direction_cosine,0.5592512792192663
49,zero_lag_correlation,0.8810363877741634
